window_id,window_start,window_end,window_center,window_W_seconds,window_stride_seconds,Tde_global_p99_ms_all,Tde_count,Tde_mean_ms,Tde_std_ms,Tde_max_ms,Tde_p95_ms,Tde_p99_ms,Tde_q1_ms,Tde_q3_ms,Tde_iqr_ms,Tde_tail_ratio_p99_mean,Tde_tail_exceed_rate,Tde_winsorized_mean_ms_p95cap,Tis_global_p99_ms_all,Tis_count,Tis_mean_ms,Tis_std_ms,Tis_max_ms,Tis_p95_ms,Tis_p99_ms,Tis_q1_ms,Tis_q3_ms,Tis_iqr_ms,Tis_tail_ratio_p99_mean,Tis_tail_exceed_rate,Tis_winsorized_mean_ms_p95cap,split,Tde_global_p99_ms_train,Tis_global_p99_ms_train
11,2025-05-28 23:04:23.347167,2025-05-28 23:09:23.347167,2025-05-28 23:06:53.347167,300,30,0.14247,20,0.06515000000000001,0.017415283668753657,0.093,0.07780000000000001,0.08995999999999998,0.06375,0.07425,0.010499999999999995,1.3808135072908667,0.0,0.06439,2331.46382,20,1341.5062,384.0808327161847,2142.83,1981.6169000000002,2110.58738,975.7965,1549.06975,573.2732500000001,1.573296776414451,0.1,1333.4455450000003,train,0.14673,1965.2991199999994
12,2025-05-28 23:04:53.347167,2025-05-28 23:09:53.347167,2025-05-28 23:07:23.347167,300,30,0.14247,20,0.062150000000000004,0.016868765905006054,0.077,0.07604999999999999,0.07681,0.0575,0.074,0.016499999999999994,1.2358809332260658,0.0,0.062102500000000005,2331.46382,20,1254.40915,347.83458434604637,2142.83,1828.0161500000002,2079.8672299999994,966.3445,1475.09925,508.75474999999994,1.6580453275552076,0.05,1238.6684575000002,train,0.14673,1965.2991199999994
13,2025-05-28 23:05:23.347167,2025-05-28 23:10:23.347167,2025-05-28 23:07:53.347167,300,30,0.14247,20,0.0596,0.017515106261979146,0.077,0.07604999999999999,0.07681,0.042499999999999996,0.07325,0.03075,1.288758389261745,0.0,0.059552499999999994,2331.46382,20,1224.946,362.2009684297844,2142.83,1828.0161500000002,2079.8672299999994,958.15125,1475.09925,516.948,1.6979256473346576,0.05,1209.2053075,train,0.14673,1965.2991199999994
14,2025-05-28 23:05:53.347167,2025-05-28 23:10:53.347167,2025-05-28 23:08:23.347167,300,30,0.14247,21,0.05552380952380952,0.017203543378092337,0.076,0.076,0.076,0.041,0.073,0.031999999999999994,1.3687821612349915,0.0,0.05552380952380952,2331.46382,20,1160.6365,336.688704277799,2142.83,1589.1624000000004,2032.0964799999992,946.443,1437.4245,490.9815000000001,1.7508466087358092,0.05,1132.9531200000001,train,0.14673,1965.2991199999994
15,2025-05-28 23:06:23.347167,2025-05-28 23:11:23.347167,2025-05-28 23:08:53.347167,300,30,0.14247,22,0.05363636363636364,0.01668916230756171,0.076,0.07595,0.076,0.04025,0.072,0.031749999999999994,1.4169491525423727,0.0,0.05363181818181819,2331.46382,20,1170.5075,328.3393884652538,2142.83,1589.1624000000004,2032.0964799999992,958.15125,1437.4245,479.2732500000001,1.7360815543685106,0.05,1142.82412,train,0.14673,1965.2991199999994
16,2025-05-28 23:06:53.347167,2025-05-28 23:11:53.347167,2025-05-28 23:09:23.347167,300,30,0.14247,20,0.05515000000000001,0.01935071058126807,0.096,0.07700000000000001,0.09219999999999998,0.04,0.07325,0.033249999999999995,1.6718041704442421,0.0,0.054200000000000005,2331.46382,20,1148.0855499999998,315.6351656173002,2142.83,1550.9220500000004,2024.448409999999,956.04375,1230.73875,274.69499999999994,1.763325398529752,0.05,1118.4901525,train,0.14673,1965.2991199999994
17,2025-05-28 23:07:23.347167,2025-05-28 23:12:23.347167,2025-05-28 23:09:53.347167,300,30,0.14247,20,0.05945,0.030545005621558704,0.162,0.09930000000000005,0.14945999999999993,0.04,0.07325,0.033249999999999995,2.5140454163162307,0.05,0.056315000000000004,2331.46382,20,1087.97345,213.42104217657223,1519.769,1486.2226,1513.05972,956.04375,1131.4305,175.3867499999999,1.390713826702297,0.0,1086.29613,train,0.14673,1965.2991199999994
18,2025-05-28 23:07:53.347167,2025-05-28 23:12:53.347167,2025-05-28 23:10:23.347167,300,30,0.14247,20,0.06395,0.03187223672232953,0.162,0.10405000000000005,0.15040999999999993,0.042249999999999996,0.07425,0.032,2.3519937451133686,0.05,0.06105250000000001,2331.46382,20,1068.2325,205.13758806495036,1519.769,1486.2226,1513.05972,940.1205,1131.2222499999998,191.1017499999998,1.4164142356649885,0.0,1066.55518,train,0.14673,1965.2991199999994
19,2025-05-28 23:08:23.347167,2025-05-28 23:13:23.347167,2025-05-28 23:10:53.347167,300,30,0.14247,20,0.06325,0.031287924356312224,0.162,0.10405000000000005,0.15040999999999993,0.04375,0.07325,0.0295,2.3780237154150186,0.05,0.06035250000000001,2331.46382,20,1047.3682,179.7685132240905,1519.769,1474.3694500000001,1510.6890899999999,940.1205,1092.134,152.01350000000002,1.4423667722583138,0.0,1045.0982225,train,0.14673,1965.2991199999994
20,2025-05-28 23:08:53.347167,2025-05-28 23:13:53.347167,2025-05-28 23:11:23.347167,300,30,0.14247,20,0.0952,0.0792614594072581,0.322,0.2574000000000001,0.3090799999999999,0.044,0.11225,0.06825,3.2466386554621836,0.2,0.09197000000000001,2331.46382,22,1144.4724999999999,312.3834825429963,1939.076,1918.0640999999998,1939.06571,947.35,1220.953,273.60299999999995,1.6942877264416578,0.0,1142.5645545454545,train,0.14673,1965.2991199999994
21,2025-05-28 23:09:23.347167,2025-05-28 23:14:23.347167,2025-05-28 23:11:53.347167,300,30,0.14247,24,0.08795833333333335,0.0739485597747084,0.322,0.24184999999999984,0.30635999999999997,0.044,0.09725,0.053250000000000006,3.483012790146849,0.16666666666666666,0.08411249999999998,2331.46382,24,1120.1427916666664,290.79453056275935,1939.076,1876.1382999999992,1939.06473,958.338,1131.2222499999998,172.88424999999984,1.7310870939184952,0.0,1114.900025,train,0.14673,1965.2991199999994
22,2025-05-28 23:09:53.347167,2025-05-28 23:14:53.347167,2025-05-28 23:12:23.347167,300,30,0.14247,26,0.09423076923076922,0.07060555654751696,0.322,0.23375,0.305,0.04475,0.1115,0.06675,3.2367346938775516,0.15384615384615385,0.09005769230769231,2331.46382,26,1112.8644615384615,281.4078088034134,1939.076,1834.2125,1939.06375,940.512,1111.9505,171.43849999999998,1.7424078286401317,0.0,1104.7999230769228,train,0.14673,1965.2991199999994
23,2025-05-28 23:10:23.347167,2025-05-28 23:15:23.347167,2025-05-28 23:12:53.347167,300,30,0.14247,30,0.09590000000000001,0.0645693158684846,0.322,0.21754999999999977,0.30228000000000005,0.04775,0.10625,0.058499999999999996,3.1520333680917623,0.13333333333333333,0.09120333333333333,2331.46382,28,1173.0324285714285,425.2918666455386,2253.334,2143.3241999999996,2253.3259,941.408,1183.551,242.14299999999992,1.9209408411191167,0.07142857142857142,1165.175657142857,train,0.14673,1965.2991199999994
24,2025-05-28 23:10:53.347167,2025-05-28 23:15:53.347167,2025-05-28 23:13:23.347167,300,30,0.14247,28,0.09932142857142856,0.06546701378694383,0.322,0.22564999999999988,0.30364,0.04925,0.10875,0.0595,3.057144911902194,0.14285714285714285,0.09486785714285713,2331.46382,30,1161.9679333333331,416.85869726719835,2253.334,2111.9013999999993,2253.3253,940.512,1163.594,223.0820000000001,1.9392319145468102,0.06666666666666667,1152.540093333333,train,0.14673,1965.2991199999994
25,2025-05-28 23:11:23.347167,2025-05-28 23:16:23.347167,2025-05-28 23:13:53.347167,300,30,0.14247,34,0.09467647058823529,0.06013052499064534,0.322,0.2013499999999998,0.2995600000000001,0.053,0.10325,0.050249999999999996,3.1640385212799016,0.11764705882352941,0.08957941176470585,2331.46382,32,1139.6876562500001,404.7284547299631,2253.334,2080.4786,2253.3247,921.34325,1183.551,262.2077499999999,1.9771423228485983,0.0625,1128.88513125,train,0.14673,1965.2991199999994
26,2025-05-28 23:11:53.347167,2025-05-28 23:16:53.347167,2025-05-28 23:14:23.347167,300,30,0.14247,33,0.09463636363636363,0.06106237496497853,0.322,0.2053999999999999,0.30024,0.053,0.104,0.051,3.172564841498559,0.12121212121212122,0.089630303030303,2331.46382,34,1135.2923235294118,392.1256100020735,2253.334,2049.055799999999,2253.3241,940.04675,1163.594,223.54725000000008,1.984796385299987,0.058823529411764705,1123.2768411764705,train,0.14673,1965.2991199999994
27,2025-05-28 23:12:23.347167,2025-05-28 23:17:23.347167,2025-05-28 23:14:53.347167,300,30,0.14247,38,0.08913157894736844,0.05663404145470813,0.322,0.18514999999999987,0.29684000000000016,0.05225,0.09575,0.043500000000000004,3.3303572483023336,0.07894736842105263,0.08371842105263157,2331.46382,36,1123.5986388888887,386.0615334437284,2253.334,2017.633,2253.3235,865.2445,1161.0819999999999,295.83749999999986,2.0054523225733707,0.05555555555555555,1110.504972222222,train,0.14673,1965.2991199999994
28,2025-05-28 23:12:53.347167,2025-05-28 23:17:53.347167,2025-05-28 23:15:23.347167,300,30,0.14247,38,0.08668421052631581,0.0572132593133076,0.322,0.18514999999999987,0.29684000000000016,0.05125,0.09275,0.0415,3.4243837279902865,0.07894736842105263,0.08127105263157895,2331.46382,38,1115.239210526316,377.9495188855866,2253.334,1986.2101999999995,2253.3229,865.2334999999999,1150.048,284.81450000000007,2.0204839273330313,0.05263157894736842,1101.180852631579,train,0.14673,1965.2991199999994
29,2025-05-28 23:13:23.347167,2025-05-28 23:18:23.347167,2025-05-28 23:15:53.347167,300,30,0.14247,42,0.08557142857142856,0.05455547315868449,0.322,0.17164999999999986,0.29411999999999977,0.05225,0.092,0.03975,3.4371285475792965,0.07142857142857142,0.07999880952380951,2331.46382,40,1122.72545,368.6883192191802,2253.334,1954.787399999999,2253.3223,921.34325,1179.783,258.4397499999999,2.007010974944943,0.05,1107.79887,train,0.14673,1965.2991199999994
30,2025-05-28 23:13:53.347167,2025-05-28 23:18:53.347167,2025-05-28 23:16:23.347167,300,30,0.14247,40,0.07145,0.021840857971313236,0.13,0.10734999999999997,0.12376,0.05175,0.0855,0.03375000000000001,1.7321203638908327,0.0,0.0707175,2331.46382,40,1058.5825,318.1177965542211,2253.334,1314.6678999999972,2253.3223,859.7099999999999,1101.0175,241.3075,2.128622284989597,0.05,1011.6499449999999,train,0.14673,1965.2991199999994
31,2025-05-28 23:14:23.347167,2025-05-28 23:19:23.347167,2025-05-28 23:16:53.347167,300,30,0.14247,40,0.07264999999999999,0.021097514740014478,0.13,0.10734999999999997,0.12376,0.05525,0.0855,0.030250000000000006,1.7035099793530628,0.0,0.0719175,2331.46382,40,1063.32675,318.396135140001,2253.334,1314.6678999999972,2253.3223,859.7099999999999,1122.10875,262.3987500000002,2.1191250008522777,0.05,1016.3941949999999,train,0.14673,1965.2991199999994
32,2025-05-28 23:14:53.347167,2025-05-28 23:19:53.347167,2025-05-28 23:17:23.347167,300,30,0.14247,44,0.07002272727272728,0.019235974819923406,0.125,0.10490000000000002,0.1207,0.056,0.0805,0.0245,1.7237260629665692,0.0,0.06928863636363639,2331.46382,40,1068.2846,317.1142717280803,2253.334,1314.6678999999972,2253.3223,859.7099999999999,1122.10875,262.3987500000002,2.1092902584199003,0.05,1021.3520449999999,train,0.14673,1965.2991199999994
33,2025-05-28 23:15:23.347167,2025-05-28 23:20:23.347167,2025-05-28 23:17:53.347167,300,30,0.14247,38,0.06755263157894738,0.01884602957456722,0.125,0.09629999999999997,0.12130000000000003,0.05375,0.07825,0.0245,1.7956369302687964,0.0,0.06630526315789474,2331.46382,40,1029.8531500000001,130.3533052661998,1265.266,1242.7453999999998,1265.25937,923.7837499999999,1101.0175,177.23375,1.2285823177799668,0.0,1028.7275450000002,train,0.14673,1965.2991199999994
34,2025-05-28 23:15:53.347167,2025-05-28 23:20:53.347167,2025-05-28 23:18:23.347167,300,30,0.14247,40,0.07145,0.019972994588206165,0.125,0.11515,0.12226999999999999,0.05675,0.08225,0.025500000000000002,1.7112666200139957,0.0,0.0711325,2331.46382,40,1033.17735,118.18526203414488,1265.266,1242.7453999999998,1265.25937,996.83075,1081.8087500000001,84.97800000000018,1.2246294113977625,0.0,1032.051745,train,0.14673,1965.2991199999994
35,2025-05-28 23:16:23.347167,2025-05-28 23:21:23.347167,2025-05-28 23:18:53.347167,300,30,0.14247,36,0.07461111111111113,0.023824690407555627,0.148,0.11975,0.13994999999999996,0.05775,0.08425,0.026500000000000003,1.8757259865971696,0.027777777777777776,0.07368055555555557,2331.46382,40,1027.8267,109.95266085753126,1265.266,1135.8485499999997,1265.25937,996.83075,1081.8087500000001,84.97800000000018,1.231004574993041,0.0,1021.3562525,train,0.14673,1965.2991199999994
36,2025-05-28 23:16:53.347167,2025-05-28 23:21:53.347167,2025-05-28 23:19:23.347167,300,30,0.14247,40,0.07392499999999999,0.02421526060470641,0.148,0.11834999999999997,0.13903,0.05675,0.08425,0.027500000000000004,1.880689888400406,0.025,0.0730175,2331.46382,40,1030.75165,113.07688280978093,1265.266,1157.2396999999996,1265.25937,987.968,1101.0175,113.04949999999997,1.2275113699793738,0.0,1025.3507599999998,train,0.14673,1965.2991199999994
37,2025-05-28 23:17:23.347167,2025-05-28 23:22:23.347167,2025-05-28 23:19:53.347167,300,30,0.14247,38,0.07431578947368422,0.024763863453501553,0.148,0.11904999999999999,0.13949000000000006,0.05725,0.08475,0.027500000000000004,1.876990084985836,0.02631578947368421,0.07339736842105264,2331.46382,40,1037.234375,105.16449744790853,1265.266,1157.2396999999996,1265.25937,993.7027499999999,1102.039,108.33625000000006,1.2198394118976243,0.0,1031.8334849999999,train,0.14673,1965.2991199999994
38,2025-05-28 23:17:53.347167,2025-05-28 23:22:53.347167,2025-05-28 23:20:23.347167,300,30,0.14247,44,0.07386363636363637,0.023082854715528185,0.148,0.11755,0.13811,0.05675,0.084,0.027250000000000003,1.8697969230769231,0.022727272727272728,0.07299204545454546,2331.46382,40,1039.380275,111.66792019586985,1265.266,1194.1889999999999,1265.25937,993.7027499999999,1103.37525,109.67250000000013,1.217320936747621,0.0,1035.82685,train,0.14673,1965.2991199999994
39,2025-05-28 23:18:23.347167,2025-05-28 23:23:23.347167,2025-05-28 23:20:53.347167,300,30,0.14247,38,0.07531578947368422,0.023608410392311,0.148,0.11904999999999999,0.13949000000000006,0.05825,0.084,0.025750000000000002,1.852068483577918,0.02631578947368421,0.07439736842105264,2331.46382,40,1038.2148,100.42731256733617,1190.449,1158.05045,1190.43613,1011.71425,1103.37525,91.66100000000006,1.1466183394804237,0.0,1036.5956975,train,0.14673,1965.2991199999994
40,2025-05-28 23:18:53.347167,2025-05-28 23:23:53.347167,2025-05-28 23:21:23.347167,300,30,0.14247,40,0.072075,0.025479390867412022,0.148,0.11834999999999997,0.13903,0.05675,0.084,0.027250000000000003,1.9289628858827608,0.025,0.07116750000000001,2331.46382,40,1038.6091000000001,123.90487480875949,1204.955,1191.1733,1204.9471999999998,1011.71425,1126.863,115.14875000000006,1.160154672243869,0.0,1037.9205150000003,train,0.14673,1965.2991199999994
41,2025-05-28 23:19:23.347167,2025-05-28 23:24:23.347167,2025-05-28 23:21:53.347167,300,30,0.14247,40,0.07322500000000001,0.025301755791917804,0.148,0.11834999999999997,0.13903,0.058,0.08425,0.026250000000000002,1.8986684875384086,0.025,0.0723175,2331.46382,40,1028.9221750000002,124.37682524631833,1204.955,1191.1733,1204.9471999999998,993.7027499999999,1104.1035,110.40075000000002,1.1710771030860518,0.0,1028.2335900000003,train,0.14673,1965.2991199999994
42,2025-05-28 23:19:53.347167,2025-05-28 23:24:53.347167,2025-05-28 23:22:23.347167,300,30,0.14247,40,0.074875,0.023630909246046196,0.148,0.10374999999999995,0.13629999999999998,0.06175,0.085,0.023250000000000007,1.8203672787979963,0.025,0.07341249999999999,2331.46382,40,1013.6767750000001,141.3630703041635,1204.955,1191.1733,1204.9471999999998,957.2145,1104.1035,146.8889999999999,1.1886897576399535,0.0,1012.98819,train,0.14673,1965.2991199999994
43,2025-05-28 23:20:23.347167,2025-05-28 23:25:23.347167,2025-05-28 23:22:53.347167,300,30,0.14247,40,0.074875,0.023630909246046196,0.148,0.10374999999999995,0.13629999999999998,0.06175,0.085,0.023250000000000007,1.8203672787979963,0.025,0.07341249999999999,2331.46382,40,1014.6057250000001,148.0827936217435,1204.955,1199.9085499999999,1204.9471999999998,929.67025,1134.662,204.99175000000002,1.1876014202462732,0.0,1014.3539025000002,train,0.14673,1965.2991199999994
44,2025-05-28 23:20:53.347167,2025-05-28 23:25:53.347167,2025-05-28 23:23:23.347167,300,30,0.14247,44,0.07306818181818182,0.021418746111512437,0.148,0.09985000000000001,0.12865000000000001,0.063,0.084,0.021000000000000005,1.7606842923794712,0.022727272727272728,0.07189886363636365,2331.46382,40,1023.9077000000001,159.54632856645713,1275.622,1208.4874999999997,1275.61537,929.67025,1152.74575,223.07550000000003,1.245830429832689,0.0,1020.5514,train,0.14673,1965.2991199999994
45,2025-05-28 23:21:23.347167,2025-05-28 23:26:23.347167,2025-05-28 23:23:53.347167,300,30,0.14247,40,0.07155,0.018534721401626125,0.103,0.09905,0.10183,0.063,0.084,0.021000000000000005,1.4232005590496157,0.0,0.0714275,2331.46382,40,1022.5073749999999,159.0732595869746,1275.622,1208.4874999999997,1275.61537,929.67025,1152.74575,223.07550000000003,1.2475365960074372,0.0,1019.151075,train,0.14673,1965.2991199999994
46,2025-05-28 23:21:53.347167,2025-05-28 23:26:53.347167,2025-05-28 23:24:23.347167,300,30,0.14247,40,0.07377500000000001,0.01746569898474267,0.1,0.09805,0.09961,0.06475,0.084,0.019250000000000003,1.3501863774991527,0.0,0.0737025,2331.46382,40,1030.232225,177.11201352374508,1379.919,1280.8362499999998,1379.91432,928.849,1164.86425,236.01525000000004,1.3394206534356854,0.0,1025.2783875,train,0.14673,1965.2991199999994
47,2025-05-28 23:22:23.347167,2025-05-28 23:27:23.347167,2025-05-28 23:24:53.347167,300,30,0.14247,40,0.076475,0.019479097936256094,0.129,0.10064999999999996,0.12276,0.06575,0.08425,0.018500000000000003,1.6052304674730302,0.0,0.0754575,2331.46382,40,1026.310525,176.96721037916592,1379.919,1280.8362499999998,1379.91432,928.849,1164.86425,236.01525000000004,1.34453879833299,0.0,1021.3566875,train,0.14673,1965.2991199999994
48,2025-05-28 23:22:53.347167,2025-05-28 23:27:53.347167,2025-05-28 23:25:23.347167,300,30,0.14247,40,0.0763,0.02151469384588243,0.129,0.10064999999999996,0.12276,0.066,0.08775,0.02174999999999999,1.6089121887287023,0.0,0.0752825,2331.46382,40,1025.6607250000002,167.21447704838076,1379.919,1280.8362499999998,1379.91432,929.7985000000001,1118.3695,188.5709999999999,1.3453906212505113,0.0,1020.7068875000001,train,0.14673,1965.2991199999994
49,2025-05-28 23:23:23.347167,2025-05-28 23:28:23.347167,2025-05-28 23:25:53.347167,300,30,0.14247,40,0.0763,0.02151469384588243,0.129,0.10064999999999996,0.12276,0.066,0.08775,0.02174999999999999,1.6089121887287023,0.0,0.0752825,2331.46382,40,1005.22695,171.5945189349306,1379.919,1280.8362499999998,1379.91432,928.849,1097.6422499999999,168.79324999999983,1.3727390814581724,0.0,1000.2731125,train,0.14673,1965.2991199999994
50,2025-05-28 23:23:53.347167,2025-05-28 23:28:53.347167,2025-05-28 23:26:23.347167,300,30,0.14247,44,0.08027272727272727,0.019292562293040987,0.129,0.1121,0.12513,0.06825,0.0915,0.023249999999999993,1.55881087202718,0.0,0.07968863636363636,2331.46382,40,1003.515625,163.26381267432882,1379.919,1280.8362499999998,1379.91432,928.849,1097.6422499999999,168.79324999999983,1.3750800541845076,0.0,998.5617875,train,0.14673,1965.2991199999994
51,2025-05-28 23:24:23.347167,2025-05-28 23:29:23.347167,2025-05-28 23:26:53.347167,300,30,0.14247,44,0.08202272727272726,0.0199014883589302,0.129,0.11385,0.12513,0.07125,0.09625,0.02500000000000001,1.5255527847049044,0.0,0.08153522727272727,2331.46382,40,1002.45735,163.10810978243063,1379.919,1280.8362499999998,1379.91432,928.2402500000001,1097.6422499999999,169.40199999999982,1.376531699827429,0.0,997.5035125,train,0.14673,1965.2991199999994
52,2025-05-28 23:24:53.347167,2025-05-28 23:29:53.347167,2025-05-28 23:27:23.347167,300,30,0.14247,38,0.08078947368421051,0.02086398409096253,0.129,0.11489999999999999,0.12567000000000003,0.0675,0.0925,0.024999999999999994,1.5555244299674273,0.0,0.08028421052631578,2331.46382,40,1003.691475,151.50684445823453,1379.919,1280.8362499999998,1379.91432,928.2402500000001,1056.924,128.68374999999992,1.3748391357015364,0.0,998.7376375,train,0.14673,1965.2991199999994
53,2025-05-28 23:25:23.347167,2025-05-28 23:30:23.347167,2025-05-28 23:27:53.347167,300,30,0.14247,40,0.08107500000000001,0.020399079290434555,0.129,0.11429999999999998,0.12549,0.0685,0.09225,0.023749999999999993,1.5478260869565215,0.0,0.080565,2331.46382,40,1007.3948250000001,153.41896097470593,1379.919,1280.8362499999998,1379.91432,928.62125,1056.924,128.30274999999995,1.3697849996400369,0.0,1002.4409875000001,train,0.14673,1965.2991199999994
54,2025-05-28 23:25:53.347167,2025-05-28 23:30:53.347167,2025-05-28 23:28:23.347167,300,30,0.14247,36,0.08213888888888887,0.021281988062044763,0.129,0.1155,0.12585,0.07075,0.097,0.02625000000000001,1.5321609739600948,0.0,0.08163888888888887,2331.46382,40,1000.21,145.3239446056416,1379.919,1243.7653499999994,1379.91432,928.62125,1056.924,128.30274999999995,1.3796245988342448,0.0,993.4026174999999,train,0.14673,1965.2991199999994
55,2025-05-28 23:26:23.347167,2025-05-28 23:31:23.347167,2025-05-28 23:28:53.347167,300,30,0.14247,40,0.08182500000000001,0.0202850045663394,0.129,0.11429999999999998,0.12549,0.07175,0.09325,0.021500000000000005,1.5336388634280473,0.0,0.081315,2331.46382,40,987.3253000000001,150.99720206563856,1379.919,1243.7653499999994,1379.91432,928.62125,1040.5594999999998,111.93824999999981,1.397628846338689,0.0,980.5179175,train,0.14673,1965.2991199999994
56,2025-05-28 23:26:53.347167,2025-05-28 23:31:53.347167,2025-05-28 23:29:23.347167,300,30,0.14247,40,0.08215,0.02040305407003117,0.129,0.11429999999999998,0.12549,0.07175,0.093,0.021250000000000005,1.5275715155203895,0.0,0.08164,2331.46382,40,977.0040249999998,122.90235785985628,1236.6,1162.0432999999996,1236.59454,933.22325,1040.5594999999998,107.33624999999984,1.2657005583984162,0.0,973.2765400000001,train,0.14673,1965.2991199999994
57,2025-05-28 23:27:23.347167,2025-05-28 23:32:23.347167,2025-05-28 23:29:53.347167,300,30,0.14247,40,0.07935,0.018983866294492793,0.12,0.10734999999999997,0.11766,0.0665,0.09125,0.024749999999999994,1.482797731568998,0.0,0.07886750000000001,2331.46382,40,980.3651749999999,122.9540855987719,1236.6,1162.0432999999996,1236.59454,933.22325,1042.353,109.12975000000006,1.261361145350762,0.0,976.6376899999999,train,0.14673,1965.2991199999994
58,2025-05-28 23:27:53.347167,2025-05-28 23:32:53.347167,2025-05-28 23:30:23.347167,300,30,0.14247,36,0.08238888888888889,0.015477684909531211,0.12,0.10875,0.11789999999999999,0.073,0.09125,0.018250000000000002,1.431018206338503,0.0,0.08193055555555556,2331.46382,40,981.66595,123.71951945282709,1236.6,1162.0432999999996,1236.59454,933.22325,1052.1370000000002,118.91375000000016,1.2596897549517736,0.0,977.938465,train,0.14673,1965.2991199999994
59,2025-05-28 23:28:23.347167,2025-05-28 23:33:23.347167,2025-05-28 23:30:53.347167,300,30,0.14247,40,0.083625,0.01527304899622291,0.12,0.10734999999999997,0.11766,0.07375,0.0925,0.018750000000000003,1.406995515695067,0.0,0.08314250000000001,2331.46382,40,994.450775,116.66352001715973,1236.6,1162.0432999999996,1236.59454,940.5572500000001,1052.1370000000002,111.5797500000001,1.2434949733937308,0.0,990.7232899999999,train,0.14673,1965.2991199999994
60,2025-05-28 23:28:53.347167,2025-05-28 23:33:53.347167,2025-05-28 23:31:23.347167,300,30,0.14247,36,0.08363888888888889,0.013290496664432883,0.114,0.102,0.10979999999999998,0.07375,0.0925,0.018750000000000003,1.31278644968449,0.0,0.08330555555555556,2331.46382,40,1015.5791750000001,126.06193531750267,1351.093,1242.3233499999997,1351.08286,942.03425,1052.1370000000002,110.10275000000013,1.330356995553793,0.0,1010.1413424999998,train,0.14673,1965.2991199999994
61,2025-05-28 23:29:23.347167,2025-05-28 23:34:23.347167,2025-05-28 23:31:53.347167,300,30,0.14247,36,0.08419444444444445,0.013746312636889616,0.118,0.102,0.11239999999999997,0.07375,0.09325,0.019500000000000003,1.3350049488617615,0.0,0.08375,2331.46382,40,1015.252325,125.4072228522227,1351.093,1242.3233499999997,1351.08286,946.33975,1052.1370000000002,105.79725000000019,1.3307852902479194,0.0,1009.8144925,train,0.14673,1965.2991199999994
62,2025-05-28 23:29:53.347167,2025-05-28 23:34:53.347167,2025-05-28 23:32:23.347167,300,30,0.14247,38,0.0844473684210526,0.013192334728558366,0.118,0.102,0.11208000000000004,0.07425,0.09275,0.018500000000000003,1.3272172016204433,0.0,0.08402631578947366,2331.46382,40,1016.8161,124.16887164329565,1351.093,1242.3233499999997,1351.08286,946.00175,1052.1370000000002,106.13525000000016,1.328738657855634,0.0,1011.3782675,train,0.14673,1965.2991199999994
63,2025-05-28 23:30:23.347167,2025-05-28 23:35:23.347167,2025-05-28 23:32:53.347167,300,30,0.14247,40,0.08467499999999999,0.013309698603765486,0.118,0.10209999999999998,0.11253999999999999,0.074,0.09325,0.019250000000000003,1.3290817832890465,0.0,0.08423,2331.46382,40,1006.146975,113.95322520260794,1351.093,1167.7673499999994,1351.08286,944.45,1047.02175,102.57175000000007,1.3428285266175948,0.0,996.9813425,train,0.14673,1965.2991199999994
64,2025-05-28 23:30:53.347167,2025-05-28 23:35:53.347167,2025-05-28 23:33:23.347167,300,30,0.14247,40,0.08567499999999999,0.01290872791603636,0.118,0.10209999999999998,0.11253999999999999,0.0765,0.09325,0.01675,1.3135687189962066,0.0,0.08523,2331.46382,40,997.3428749999999,108.22240226714224,1351.093,1091.676149999999,1351.08286,945.62675,1044.1192500000002,98.49250000000018,1.354682420526642,0.0,984.3726824999998,train,0.14673,1965.2991199999994
65,2025-05-28 23:31:23.347167,2025-05-28 23:36:23.347167,2025-05-28 23:33:53.347167,300,30,0.14247,40,0.0864,0.013765061680825228,0.118,0.10459999999999996,0.11721999999999999,0.07625,0.0945,0.018250000000000002,1.3567129629629628,0.0,0.08578,2331.46382,40,1018.884925,97.87091480956383,1351.093,1181.3931999999995,1351.08286,947.15675,1047.02175,99.86500000000012,1.3260406811888006,0.0,1010.4005849999998,train,0.14673,1965.2991199999994
66,2025-05-28 23:31:53.347167,2025-05-28 23:36:53.347167,2025-05-28 23:34:23.347167,300,30,0.14247,44,0.08331818181818182,0.015490090947039938,0.118,0.1037,0.11714,0.07375,0.09225,0.018500000000000003,1.4059356246590289,0.0,0.08270681818181819,2331.46382,40,1004.4626000000001,102.35175171995637,1351.093,1181.3931999999995,1351.08286,944.45,1044.1192500000002,99.66925000000015,1.3450803046325468,0.0,995.9782599999999,train,0.14673,1965.2991199999994
67,2025-05-28 23:32:23.347167,2025-05-28 23:37:23.347167,2025-05-28 23:34:53.347167,300,30,0.14247,44,0.08486363636363635,0.014501950003747946,0.118,0.1037,0.11714,0.074,0.09325,0.019250000000000003,1.3803320835565078,0.0,0.08425227272727273,2331.46382,40,991.4508249999999,110.47775384603919,1351.093,1181.3931999999995,1351.08286,940.8655,1013.51325,72.64774999999997,1.36273310378253,0.0,982.9664849999997,train,0.14673,1965.2991199999994
